Customer_ID,Name,Age,Gender,Tenure_Months,Total_Orders,Average_Order_Value,Days_Since_Last_Order,Return_Rate,Customer_Satisfaction_Score,City,Churn_Status
EC101954,Aaina Sood,69.0,Female,3,118,15549.79,72.0,0.09,9.0,Hyderabad,1
EC101955,Veer Swaminathan,19.0,Other,21,85,14856.51,134.0,0.34,5.0,Bangalore,1
EC101956,Tanya Dewan,56.0,Male,64,158,9371.14,96.0,0.38,2.0,Jaipur,1
EC101957,Anay Kaur,39.0,Female,45,179,17710.71,158.0,0.22,3.0,Ahmedabad,1
EC101958,Shamik Sibal,33.0,Female,14,13,23246.33,168.0,0.48,2.0,Bangalore,1
EC101959,Ranbir Sani,37.0,Female,1,149,20368.69,21.0,0.39,1.0,Chennai,0
EC101960,Aaryahi Gour,27.0,Female,68,181,18103.72,16.0,0.02,6.0,Hyderabad,0
EC101961,Kiara Borde,68.0,Male,65,5,,17.0,0.43,7.0,Jaipur,1
EC101962,Hrishita Arya,50.0,Male,47,169,14373.01,126.0,0.56,2.0,Jaipur,1
EC101963,Kismat Bora,46.0,Male,34,220,12972.1,169.0,0.58,3.0,Kolkata,1
EC101964,Jhanvi Sem,43.0,Male,2,137,6679.97,154.0,0.01,7.0,Mumbai,0
EC101965,Navya Ganguly,33.0,Male,12,194,5565.96,29.0,0.4,1.0,Pune,0
EC101966,Ayesha Mangal,36.0,Male,51,234,18291.32,143.0,0.19,1.0,Jaipur,1
EC101967,Madhup Sant,22.0,Female,58,202,7236.04,41.0,0.16,7.0,Mumbai,0
EC101968,Aarush Boase,29.0,Female,3,26,20039.98,11.0,0.6,10.0,Ahmedabad,1
EC101969,Ela Sami,18.0,Female,27,148,8895.19,22.0,0.27,8.0,Pune,0
EC101970,Aniruddh Tak,21.0,Male,30,64,17665.59,42.0,0.22,4.0,Nagpur,0
EC101971,Bhavin Shah,43.0,Male,54,53,15523.91,,0.01,1.0,Hyderabad,1
EC101972,Ishaan Khalsa,68.0,Male,58,184,24794.15,167.0,0.65,4.0,Jaipur,1
EC101973,Purab Mann,31.0,Male,60,244,233734.0,132.0,0.18,2.0,Ahmedabad,0
EC101974,Hansh Balay,58.0,Male,6,13,,103.0,0.5,3.0,Chennai,1
EC101975,Nitya Khosla,27.0,Female,24,54,7014.15,66.0,0.41,7.0,Ahmedabad,1
EC101976,Madhup Saraf,35.0,Female,33,19,13287.21,147.0,0.56,5.0,Jaipur,1
EC101977,Prisha Brar,65.0,Male,1,120,14275.25,117.0,0.13,7.0,Bangalore,1
EC101978,Mishti Sarna,45.0,Male,29,79,6946.29,90.0,0.25,4.0,Mumbai,0
EC101979,Lagan Sangha,33.0,Female,29,123,8130.04,157.0,0.57,10.0,Ahmedabad,1
EC101980,Seher Bahl,54.0,Male,70,98,11325.45,142.0,0.42,1.0,Nagpur,0
EC101981,Vivaan Vasa,47.0,Female,15,54,20989.33,,0.57,5.0,Ahmedabad,0
EC101982,Farhan Barman,41.0,Other,51,61,,1.0,0.3,9.0,Pune,0
EC101983,Kartik Dhar,35.0,Male,9,121,18761.0,22.0,0.24,6.0,Pune,0
EC101984,Romil Barad,59.0,Other,2,162,14316.85,13.0,0.26,2.0,Delhi,0
EC101985,Fateh Kibe,41.0,Female,21,86,19219.4,51.0,0.63,1.0,Nagpur,0
EC101986,Parinaaz Arora,48.0,Male,19,149,9202.25,37.0,0.37,6.0,Kolkata,1
EC101987,Arnav Verma,50.0,Male,46,241,1826.26,159.0,0.61,8.0,Delhi,1
EC101988,Tejas Chand,29.0,Male,14,234,15500.03,35.0,0.24,6.0,Kolkata,0
EC101989,Ela Borra,51.0,Female,47,98,10059.51,11.0,0.04,4.0,Nagpur,1
EC101990,Aaina Rajagopalan,47.0,Female,39,47,11196.46,7.0,0.26,6.0,Ahmedabad,0
EC101991,Anay Loyal,34.0,Male,65,18,13889.78,81.0,0.34,6.0,Pune,0
EC101992,Sara Tailor,66.0,Male,54,55,12214.51,163.0,0.69,1.0,Bangalore,0
EC101993,Pihu Swaminathan,22.0,Female,56,85,19262.97,120.0,0.38,5.0,Jaipur,1
EC101994,Shamik Khatri,66.0,Male,70,103,24732.42,178.0,0.05,8.0,Hyderabad,1
EC101995,Dhanuk Sawhney,67.0,Female,56,81,24688.01,,0.57,10.0,Mumbai,1
EC101996,Rasha Badami,63.0,Female,25,56,15378.79,21.0,0.32,5.0,Ahmedabad,0
EC101997,Ira Vala,61.0,Female,55,170,12008.44,179.0,0.59,10.0,Pune,1
EC101998,Raunak Choudhary,37.0,Female,52,195,3688.71,28.0,0.49,5.0,Delhi,0
EC101999,Kiaan Varma,39.0,Female,65,186,19339.43,87.0,0.11,2.0,Hyderabad,1
EC102000,12345,,Female,26,19,19187.66,129.0,0.18,3.0,Jaipur,1
EC102001,Rania Vala,31.0,Male,69,65,18589.97,35.0,0.19,8.0,Chennai,0
EC102002,Sara Sahni,39.0,Male,18,29,24444.13,171.0,0.16,,Nagpur,0
EC102003,Arhaan Shanker,57.0,Male,55,21,6446.98,91.0,0.2,5.0,Jaipur,1
EC102004,Piya Mani,64.0,Female,53,109,3253.75,9.0,0.61,3.0,Jaipur,0
EC102005,Yakshit Bansal,58.0,Male,54,232,17074.2,175.0,0.61,2.0,Mumbai,1
EC102006,Anahita Vig,55.0,Male,11,187,24578.41,27.0,0.69,4.0,Chennai,0
EC102007,Madhav Chad,49.0,Male,51,93,13547.64,57.0,0.26,3.0,Jaipur,1
EC102008,Darshit Saini,61.0,Female,5,62,23606.68,171.0,0.28,2.0,Jaipur,1
EC102009,Tara Baral,35.0,Female,60,47,20566.51,40.0,0.44,1.0,Nagpur,1
EC102010,Tara Rastogi,65.0,Female,13,143,24836.36,48.0,0.04,9.0,Ahmedabad,0
EC102011,Jiya Chacko,66.0,Male,19,199,998.61,32.0,0.44,4.0,Bangalore,1
EC102012,Taran Batra,61.0,Female,27,54,14037.0,26.0,0.27,9.0,Pune,0
EC102013,Vardaniya Lal,65.0,Female,63,185,5938.32,51.0,0.42,4.0,Pune,1
EC102014,Azad Mahal,69.0,Male,27,140,12100.14,81.0,0.64,5.0,Pune,1
EC102015,Ishaan Ganguly,45.0,Male,2,89,12283.01,78.0,0.32,5.0,Mumbai,1
EC102016,Kiaan Khosla,31.0,Male,20,64,1090.84,42.0,0.48,9.0,Mumbai,0
EC102017,Ojas Singh,64.0,Male,7,210,22257.52,65.0,0.59,10.0,Kolkata,1
EC102018,Prisha Sen,21.0,Male,11,235,731.59,64.0,0.06,10.0,Delhi,0
EC102019,Lavanya Dash,53.0,Male,24,60,9013.17,125.0,0.41,8.0,Chennai,1
EC102020,Pari Shere,44.0,Female,47,184,3662.32,153.0,0.33,8.0,Kolkata,1
EC102021,Ehsaan Hans,22.0,Male,55,247,16489.88,51.0,0.59,,Chennai,0
EC102022,Neelofar Dasgupta,61.0,Female,3,33,8034.82,162.0,0.52,,Ahmedabad,1
EC102023,Reyansh Sarkar,37.0,Female,41,177,6528.19,118.0,0.66,5.0,Jaipur,1
EC102024,Nitya Sheth,62.0,Male,27,62,4623.69,62.0,0.23,10.0,Delhi,0
EC102025,Shray Bal,35.0,Female,69,187,5284.79,100.0,0.36,3.0,Delhi,1
EC102026,Adira Borra,45.0,Male,12,242,3621.03,170.0,0.49,7.0,Chennai,1
EC102027,Tushar Rana,31.0,Male,8,164,2138.07,91.0,0.7,10.0,Chennai,0
EC102028,Saira Dua,52.0,Male,59,190,19487.19,154.0,0.2,4.0,Kolkata,1
EC102029,Purab Master,38.0,FEMALE,25,56,16204.24,107.0,0.1,10.0,Bangalore,0
EC102030,Ojas Tank,27.0,Male,8,33,13657.79,136.0,0.19,7.0,Nagpur,1
EC102031,Jhanvi Lall,62.0,??,59,249,15916.54,92.0,0.41,1.0,Jaipur,1
EC102032,Zoya Ratta,48.0,Female,18,81,10350.61,147.0,0.25,6.0,Bangalore,0
EC102033,Saira Bhalla,58.0,Female,15,60,10756.97,143.0,0.15,4.0,Hyderabad,0
EC102034,Mamooty Shere,42.0,Male,27,2,9083.98,130.0,0.15,5.0,Mumbai,1
EC102035,Vidur Savant,46.0,Female,26,61,795392.0,143.0,0.09,8.0,Pune,1
EC102036,Zara Bumb,69.0,Female,25,132,1877.54,82.0,0.47,1.0,Jaipur,0
EC102037,Nayantara Gokhale,64.0,Male,33,168,6858.84,99.0,0.52,8.0,Ahmedabad,0
EC102038,Seher Master,,Female,67,33,24039.51,153.0,0.51,4.0,Nagpur,1
EC102039,Indrajit Datta,44.0,Other,68,144,6014.39,99.0,0.54,1.0,Kolkata,1
EC102040,Trisha Bansal,68.0,Female,47,102,15726.99,123.0,0.3,8.0,Nagpur,1
EC102041,Nehmat Sehgal,26.0,Female,7,76,24520.0,48.0,0.2,,Jaipur,1
EC102042,Aayush Barad,57.0,Female,21,161,18170.68,44.0,0.41,5.0,Chennai,0
EC102043,Anahi Shere,,Male,27,39,24681.18,35.0,0.5,5.0,Mumbai,0
EC102044,Mamooty Choudhry,41.0,Male,12,204,962127.0,90.0,0.18,7.0,Kolkata,1
EC102045,Neelofar Grover,55.0,Male,46,43,24447.76,166.0,0.05,7.0,Jaipur,0
EC102046,Saanvi Dora,58.0,Female,3,214,2922.04,127.0,0.67,6.0,Delhi,1
EC102047,Kimaya Som,28.0,Female,44,223,4029.56,118.0,0.43,2.0,Mumbai,1
EC102048,Myra Lal,29.0,Female,18,21,13969.3,20.0,0.24,1.0,Jaipur,0
EC102049,Riya Wali,38.0,Male,66,14,15697.68,,0.34,2.0,Delhi,0
EC102050,Shlok Srinivas,41.0,Female,28,142,14482.81,58.0,0.07,2.0,Ahmedabad,0
EC102051,Armaan Vig,24.0,Female,13,231,14763.57,62.0,0.53,9.0,Bangalore,1
EC102052,Divit Swamy,54.0,Male,6,102,12844.98,165.0,0.43,5.0,Bangalore,0
EC102053,Jivika Chandra,57.0,Male,35,219,12830.73,122.0,0.41,10.0,Ahmedabad,1
EC102054,Hunar Mann,42.0,Male,5,210,19056.44,109.0,0.53,2.0,Delhi,1
EC102055,Tarini Sachar,36.0,Male,70,43,5680.72,79.0,0.04,4.0,Nagpur,0
EC102056,Kiara Mallick,55.0,Female,55,145,12229.04,134.0,0.59,7.0,Chennai,1
EC102057,Heer Kale,42.0,Female,40,122,6204.36,145.0,0.15,,Ahmedabad,1
EC102058,Ritvik Lala,34.0,Female,32,162,23186.14,155.0,0.26,1.0,Ahmedabad,0
EC102059,Lagan Shroff,42.0,Male,32,213,10904.65,65.0,0.28,7.0,Pune,1
EC102060,Nirvi Bhatti,43.0,Male,58,220,16197.08,148.0,0.0,6.0,Hyderabad,0
EC102061,Alia Desai,23.0,Male,63,177,21946.54,106.0,0.39,1.0,Delhi,1
EC102062,Manjari Grover,21.0,Male,5,76,23862.91,7.0,0.15,10.0,Pune,0
EC102063,Lavanya Sathe,52.0,Male,4,233,13642.0,42.0,0.28,4.0,Ahmedabad,0
EC102064,Yashvi Gade,32.0,Male,2,133,3736.12,74.0,0.41,5.0,Delhi,1
EC102065,Baiju Wadhwa,48.0,Female,5,70,591.94,160.0,0.66,6.0,Ahmedabad,1
EC102066,Baiju Rege,59.0,Female,29,39,698.89,60.0,0.63,,Nagpur,0
EC102067,Gokul Garde,54.0,Male,39,26,13646.48,134.0,0.53,5.0,Pune,1
EC102068,Anvi Bose,34.0,Female,6,160,14719.69,33.0,0.07,5.0,Nagpur,0
EC102069,Jayan Gokhale,25.0,Female,22,116,14201.19,8.0,0.41,1.0,Nagpur,1
EC102070,Dhruv Hora,67.0,Male,4,199,15691.69,154.0,0.59,3.0,Pune,1
EC102071,Nirvaan Sura,38.0,Female,40,194,14971.61,133.0,0.44,6.0,Ahmedabad,0
EC102072,Shalv Anne,45.0,Male,38,90,24655.21,35.0,0.44,4.0,Delhi,1
EC102073,Vardaniya Kala,57.0,Female,30,94,22791.41,,0.14,6.0,Nagpur,0
EC102074,Tiya Yogi,38.0,Male,54,78,14303.55,51.0,0.39,7.0,Chennai,0
EC102075,Anvi Wadhwa,63.0,Male,63,12,12535.74,56.0,0.01,,Nagpur,0
EC102076,Vedika Sami,37.0,Female,16,185,9698.16,144.0,0.17,6.0,Nagpur,0
EC102077,Lakshit Biswas,32.0,Female,49,140,7190.95,46.0,0.45,7.0,Kolkata,0
EC102078,Baiju Chaudhari,40.0,Male,69,247,332004.0,151.0,0.45,,Chennai,1
EC102079,Diya Balakrishnan,51.0,Male,22,16,3033.0,144.0,0.18,6.0,Mumbai,1
EC102080,Azad Rao,21.0,Male,36,53,,32.0,0.57,4.0,Jaipur,1
EC102081,Krish Dhillon,30.0,Male,25,191,7355.55,89.0,0.05,10.0,Chennai,0
EC102082,Shray Dada,67.0,Male,70,158,13820.83,95.0,0.65,3.0,Kolkata,1
EC102083,Ivan Bassi,27.0,Male,24,171,14686.67,4.0,0.0,6.0,Delhi,0
EC102084,Tara Ahuja,39.0,Female,1,201,1614.08,37.0,0.21,1.0,Bangalore,1
EC102085,Diya Suresh,56.0,Male,47,229,16374.32,129.0,0.04,9.0,Delhi,1
EC102086,Mishti Sahota,,Female,38,108,19588.31,3.0,0.08,10.0,Bangalore,0
EC102087,Emir Wali,30.0,Female,9,137,24644.28,118.0,0.35,7.0,Mumbai,1
EC102088,Tara Halder,200.0,Male,13,85,423.56,,0.23,2.0,Delhi,0
EC102089,Renee Gopal,20.0,Female,5,108,4007.92,47.0,0.38,9.0,Pune,0
EC102090,Samar Sachdeva,24.0,Female,47,193,10606.44,25.0,0.49,10.0,Chennai,0
EC102091,Yasmin Rana,56.0,Female,8,189,749.79,91.0,0.04,7.0,Ahmedabad,0
EC102092,Alia Sane,42.0,Female,4,20,10011.92,115.0,0.44,3.0,Delhi,1
EC102093,Seher Bhargava,45.0,Female,33,221,18110.86,129.0,0.51,3.0,Hyderabad,1
EC102094,Pranay Sarin,67.0,Female,29,183,1650.47,116.0,0.54,4.0,Ahmedabad,1
EC102095,Nirvi Rastogi,22.0,Male,28,207,13612.98,31.0,0.41,7.0,Nagpur,0
EC102096,Bhamini Rajagopalan,60.0,Female,7,180,23593.16,144.0,0.0,5.0,Nagpur,1
EC102097,Arhaan Sant,41.0,Female,29,202,20716.32,146.0,0.18,8.0,Nagpur,0
EC102098,Riaan Gola,28.0,Female,52,185,6320.55,172.0,0.63,7.0,Chennai,1
EC102099,Aaryahi Venkataraman,59.0,Male,40,228,6589.28,52.0,0.02,2.0,Chennai,0
EC102100,Aarav Balasubramanian,35.0,Other,15,74,24881.06,101.0,0.5,1.0,Chennai,0
EC102101,Rania Khare,66.0,Female,62,29,21241.67,16.0,0.55,8.0,Kolkata,0
EC102102,Uthkarsh Soman,,Male,8,19,3380.69,148.0,0.42,10.0,Kolkata,0
EC102103,Diya Rama,42.0,Female,23,72,,159.0,0.25,2.0,Pune,1
EC102104,Kashvi Devi,35.0,Female,2,61,,,0.34,9.0,Bangalore,0
EC102105,Pihu Dara,67.0,Male,26,205,9724.28,130.0,0.16,7.0,Hyderabad,0
EC102106,Indrajit Bath,61.0,Female,39,139,13522.4,130.0,0.4,3.0,Kolkata,1
EC102107,Neysa Kaul,43.0,Male,39,217,,28.0,0.44,4.0,Kolkata,0
EC102108,Raunak Keer,25.0,Female,17,220,6748.48,68.0,0.56,8.0,Ahmedabad,0
EC102109,Shaan Raman,59.0,Male,53,218,671.89,32.0,0.49,7.0,Kolkata,0
EC102110,Tara Sibal,34.0,Male,20,127,15941.86,178.0,0.24,9.0,Ahmedabad,0
EC102111,Azad Iyer,60.0,Male,45,133,2936.49,55.0,0.05,10.0,Kolkata,0
EC102112,Aaina Chakrabarti,200.0,Male,67,5,14191.87,136.0,0.59,6.0,Ahmedabad,1
EC102113,Reyansh Wali,43.0,Male,11,87,20083.06,56.0,0.05,1.0,Chennai,0
EC102114,Vaibhav Vora,39.0,Male,24,131,957.99,95.0,0.13,4.0,Ahmedabad,0
EC102115,Kismat Jaggi,28.0,Female,42,101,,164.0,0.49,1.0,Bangalore,1
EC102116,Aniruddh Rout,24.0,Female,13,78,17070.3,108.0,0.07,5.0,Nagpur,0
EC102117,Kismat Shenoy,43.0,Female,58,111,702.14,144.0,0.15,4.0,Kolkata,1
EC102118,Divyansh Kohli,63.0,Male,31,185,21575.95,67.0,0.01,6.0,Jaipur,1
EC102119,Siya Jha,38.0,Male,47,33,14882.95,161.0,0.7,6.0,Delhi,0
EC102120,Kiaan Sarna,63.0,Female,2,8,7395.84,3.0,0.64,,Delhi,0
EC102121,Samiha Kohli,43.0,Female,65,244,15888.83,72.0,0.1,4.0,Kolkata,0
EC102122,Navya Krishnan,22.0,Female,67,145,18932.49,161.0,0.4,4.0,Ahmedabad,1
EC102123,Sara Kari,42.0,Female,70,108,17469.99,10.0,0.56,10.0,Ahmedabad,0
EC102124,Aradhya Dugar,57.0,Male,49,247,19409.89,102.0,0.39,2.0,Jaipur,1
EC102125,Rania Vohra,64.0,Female,55,159,799476.0,113.0,0.63,6.0,Jaipur,1
EC102126,Riya Kant,29.0,Female,3,153,14745.59,,0.02,,Jaipur,0
EC102127,Tanya Kumer,31.0,Male,11,43,10593.4,,0.3,4.0,Kolkata,1
EC102128,Mamooty Khanna,55.0,Male,41,119,14154.92,9.0,0.3,6.0,Kolkata,0
EC102129,Damini Soman,61.0,Female,20,104,6280.26,,0.24,10.0,Hyderabad,0
EC102130,Anay Sheth,34.0,Male,31,55,23450.07,111.0,0.68,6.0,Delhi,1
EC102131,Tanya Bala,36.0,Female,15,124,15194.36,48.0,0.39,2.0,Jaipur,0
EC102132,Nakul Srinivas,18.0,Female,31,73,18421.79,82.0,0.57,2.0,Delhi,0
EC102133,Arnav Borah,36.0,Male,66,112,,78.0,0.29,1.0,Jaipur,1
EC102134,Ehsaan Sha,69.0,Male,44,180,1508.86,102.0,0.44,4.0,Bangalore,1
EC102135,Umang Madan,29.0,Female,38,179,12539.36,174.0,0.29,9.0,Pune,1
EC102136,Renee Kant,18.0,Male,8,181,5498.87,112.0,0.33,5.0,Pune,0
EC102137,Anahita Srivastava,62.0,Male,24,194,2648.62,161.0,0.3,7.0,Kolkata,0
EC102138,Drishya Mand,34.0,Male,28,21,8604.68,105.0,0.06,7.0,Hyderabad,0
EC102139,Aradhya Manda,37.0,Male,35,120,,154.0,0.65,6.0,Ahmedabad,1
EC102140,Yakshit Dugar,33.0,Female,35,76,20571.47,120.0,0.53,1.0,Kolkata,1
EC102141,Tara Bala,38.0,Female,23,21,,48.0,0.23,1.0,Nagpur,1
EC102142,Diya Tank,64.0,Male,63,104,19251.44,63.0,0.39,5.0,Pune,1
EC102143,Arhaan Bhalla,47.0,Male,30,240,16545.15,16.0,0.28,10.0,Ahmedabad,0
EC102144,Hunar Loke,54.0,Female,32,2,15863.46,120.0,0.41,10.0,Kolkata,0
EC102145,Rania Sridhar,37.0,Male,43,165,6841.49,25.0,0.31,10.0,Hyderabad,0
EC102146,Tanya Wason,56.0,Male,14,47,4771.49,9.0,0.69,2.0,Pune,0
EC102147,Pari Goda,25.0,Female,13,100,1677.61,106.0,0.15,6.0,Hyderabad,1
EC102148,Anvi Dugal,52.0,Male,9,137,1904.81,103.0,0.07,6.0,Kolkata,0
EC102149,Jayan Khare,55.0,Female,48,23,15910.26,125.0,0.66,3.0,Jaipur,1
EC102150,Suhana Kapoor,58.0,Female,60,188,23115.57,95.0,0.35,7.0,Chennai,1
EC102151,Amani Atwal,22.0,Female,67,103,21926.91,82.0,0.61,8.0,Ahmedabad,0
EC102152,Emir Srivastava,67.0,Male,27,82,532.61,97.0,0.14,1.0,Chennai,0
EC102153,Gatik Sastry,53.0,Female,5,103,4814.93,60.0,0.57,7.0,Hyderabad,0
EC102154,Aarna Shetty,42.0,Male,69,191,20375.39,41.0,0.41,2.0,Bangalore,1
EC102155,Romil Sathe,43.0,Female,25,29,5569.3,106.0,0.62,9.0,Jaipur,0
EC102156,Kabir Khanna,52.0,Female,16,63,20657.6,47.0,0.4,8.0,Chennai,0
EC102157,Dishani Ratta,25.0,Male,11,2,5293.85,169.0,0.1,6.0,Kolkata,1
EC102158,Bhamini Gopal,18.0,Female,15,112,4053.72,43.0,0.39,7.0,Hyderabad,0
EC102159,Darshit Dhillon,62.0,Female,68,68,16103.1,33.0,0.53,,Mumbai,1
EC102160,Alisha Sibal,43.0,Female,26,101,,,0.1,4.0,Delhi,1
EC102161,Vihaan Bhandari,32.0,Male,22,195,17570.07,151.0,0.1,1.0,Chennai,0
EC102162,Shalv Hans,24.0,Female,5,101,22363.18,99.0,0.02,1.0,Jaipur,0
EC102163,Chirag Mallick,140.0,Male,24,226,18117.77,25.0,0.12,8.0,Bangalore,0
EC102164,Uthkarsh Grover,30.0,Male,35,57,17593.84,116.0,0.57,7.0,Ahmedabad,1
EC102165,Pihu Bhandari,67.0,Male,35,196,2734.18,166.0,0.02,3.0,Jaipur,0
EC102166,Charvi Randhawa,36.0,Female,52,222,17383.77,89.0,0.14,6.0,Kolkata,0
EC102167,Advik Choudhry,42.0,Female,2,120,1783.15,,0.47,8.0,Mumbai,1
EC102168,Reyansh Agrawal,50.0,Male,38,221,19388.27,141.0,0.06,8.0,Jaipur,0
EC102169,Keya Chakraborty,47.0,male ,26,12,17796.5,84.0,0.49,9.0,Delhi,1
EC102170,Armaan Bobal,,Female,11,128,19028.41,57.0,0.22,8.0,Mumbai,0
EC102171,Lakshit Kunda,24.0,Female,48,17,12608.1,,0.19,10.0,Jaipur,0
EC102172,Tushar Contractor,60.0,Female,66,1,20207.62,4.0,0.21,3.0,Hyderabad,0
EC102173,Uthkarsh Brahmbhatt,21.0,Female,3,229,22774.78,17.0,0.4,9.0,Nagpur,0
EC102174,Vardaniya Wason,42.0,Female,18,59,9839.14,136.0,0.31,9.0,Nagpur,1
EC102175,Nishith Chandra,53.0,Female,67,138,18413.97,79.0,0.04,2.0,Kolkata,1
EC102176,Mishti Setty,18.0,Male,63,218,5558.71,44.0,0.14,7.0,Nagpur,0
EC102177,Raghav Hayre,21.0,Male,31,193,10199.86,90.0,0.62,7.0,Chennai,1
EC102178,Ivana Sinha,47.0,Female,35,229,23731.32,93.0,0.52,1.0,Hyderabad,1
EC102179,Nishith Choudhury,65.0,Female,3,56,6855.6,,0.62,7.0,Pune,0
EC102180,Vaibhav Bhalla,33.0,Female,60,38,,159.0,0.35,4.0,Delhi,1
EC102181,Sana Sidhu,26.0,Female,11,103,7425.45,85.0,0.06,3.0,Bangalore,1
EC102182,Akarsh Agate,22.0,Male,4,39,3423.13,163.0,0.0,3.0,Chennai,0
EC102183,Misha Dyal,45.0,Male,19,80,18294.27,160.0,0.01,,Hyderabad,1
EC102184,Kaira Bassi,34.0,Female,9,224,3767.67,25.0,0.32,1.0,Delhi,0
EC102185,Yuvraj  Din,69.0,Male,13,225,2443.99,12.0,0.44,3.0,Hyderabad,0
EC102186,Kabir Kadakia,67.0,Male,67,228,20672.34,150.0,0.04,6.0,Bangalore,0
EC102187,Ranbir Ben,37.0,Female,15,137,16886.55,108.0,0.19,8.0,Mumbai,0
EC102188,Manjari Varughese,,Male,34,19,3220.77,158.0,0.45,,Kolkata,1
EC102189,Samiha Badal,62.0,Male,29,171,12729.92,110.0,0.7,3.0,Chennai,1
EC102190,Anika Kumar,24.0,Male,56,64,16693.6,137.0,0.3,5.0,Delhi,0
EC102191,Indranil Grewal,68.0,Male,37,84,6120.92,29.0,0.14,7.0,Ahmedabad,0
EC102192,Darshit Apte,52.0,Male,24,161,18333.29,70.0,0.62,3.0,Kolkata,0
EC102193,Khushi Yogi,57.0,Female,29,138,15593.81,148.0,0.55,7.0,Hyderabad,0
EC102194,Rasha Badal,25.0,Female,29,159,19923.6,0.0,0.54,4.0,Bangalore,1
EC102195,Kimaya Konda,44.0,Male,9,145,5349.46,78.0,0.12,5.0,Chennai,0
EC102196,Bhamini Kaul,45.0,Male,33,11,22834.34,64.0,0.03,9.0,Ahmedabad,0
EC102197,Dishani Deshpande,43.0,Female,61,68,5689.77,90.0,0.6,9.0,Bangalore,0
EC102198,Ela Madan,18.0,Other,33,243,11098.16,149.0,0.16,9.0,Pune,1
EC102199,Raghav Vig,40.0,Female,14,212,,6.0,0.49,4.0,Kolkata,1
EC102200,Pihu Sandhu,57.0,Female,10,15,1321.15,,0.03,9.0,Jaipur,0
EC102201,Mishti Bal,32.0,Female,26,99,10987.1,14.0,0.07,7.0,Delhi,0
EC102202,@@@@,45.0,Male,17,38,9509.03,55.0,0.2,2.0,Kolkata,1
EC102203,Saira Deo,,Female,33,42,3878.98,171.0,0.4,,Jaipur,1
EC102204,Saksham Edwin,28.0,Male,34,234,15303.85,30.0,0.35,8.0,Hyderabad,0
EC102205,Krish Kashyap,,Female,9,16,17140.91,37.0,0.08,9.0,Mumbai,0
EC102206,Anika Lal,60.0,Female,31,34,16656.64,84.0,0.5,8.0,Hyderabad,1
EC102207,Madhup Buch,66.0,Female,42,89,12636.76,94.0,0.24,4.0,Jaipur,0
EC102208,Piya Sankaran,200.0,Male,57,189,9604.09,91.0,0.01,10.0,Bangalore,0
EC102209,Nirvi Ray,22.0,Female,67,231,14726.16,177.0,0.63,9.0,Kolkata,0
EC102210,Veer Devan,20.0,Female,26,76,22699.94,139.0,0.22,7.0,Delhi,0
EC102211,Tara Chacko,61.0,Female,13,167,20906.79,81.0,0.18,5.0,Delhi,0
EC102212,Oorja Ravi,38.0,Female,42,68,7646.01,33.0,0.05,5.0,Chennai,0
EC102213,Aarav Wali,60.0,Male,27,149,19819.6,49.0,0.68,9.0,Chennai,0
EC102214,Arnav Lad,48.0,Male,59,180,2341.95,156.0,0.54,7.0,Mumbai,1
EC102215,Divij Dewan,33.0,Male,44,37,12466.62,22.0,0.31,10.0,Kolkata,0
EC102216,Nitya Srinivasan,27.0,Female,69,37,18735.51,1.0,0.39,2.0,Bangalore,1
EC102217,Rohan Atwal,32.0,Female,63,81,3467.38,56.0,0.48,8.0,Chennai,0
EC102218,Kashvi Chand,67.0,Female,62,21,3914.78,0.0,0.64,7.0,Ahmedabad,1
EC102219,Anya Sawhney,46.0,Female,33,227,23045.92,160.0,0.55,5.0,Nagpur,1
EC102220,Ishita Shanker,43.0,Male,29,94,16861.95,149.0,0.44,2.0,Nagpur,0
EC102221,Indrajit Balan,52.0,Female,49,23,14236.43,45.0,0.24,9.0,Kolkata,0
EC102222,Divit Loyal,-10.0,Male,47,166,19067.03,139.0,0.64,3.0,Delhi,1
EC102223,Aayush Ravi,59.0,Female,17,169,14614.8,69.0,0.25,7.0,Ahmedabad,0
EC102224,Indrans Brahmbhatt,39.0,Male,50,21,4325.71,166.0,0.01,1.0,Pune,0
EC102225,Indranil Dube,42.0,Female,15,205,14725.13,127.0,0.18,3.0,Kolkata,0
EC102226,Jhanvi Bansal,56.0,Female,55,203,267154.0,149.0,0.07,10.0,Jaipur,0
EC102227,Jivika Kota,20.0,Female,11,36,23639.22,171.0,0.13,2.0,Chennai,1
EC102228,Zain Korpal,40.0,Female,4,219,8917.9,101.0,0.21,5.0,Pune,0
EC102229,Jivin Kakar,38.0,Male,36,215,3927.85,149.0,0.67,4.0,Nagpur,1
EC102230,Mannat Bajwa,43.0,Male,18,85,5554.89,101.0,0.05,6.0,Mumbai,1
EC102231,Ivana Sridhar,20.0,Female,9,114,14475.09,140.0,0.39,5.0,Delhi,1
EC102232,Aradhya Bhakta,68.0,Male,66,197,7630.98,109.0,0.57,6.0,Kolkata,1
EC102233,Saira Kala,67.0,Female,71,183,22356.66,77.0,0.15,10.0,Pune,0
EC102234,Devansh Dube,20.0,Female,44,29,12384.26,,0.09,10.0,Delhi,0
EC102235,Vihaan Luthra,49.0,Female,46,109,19405.21,153.0,0.33,6.0,Nagpur,0
EC102236,Zara Walia,69.0,Female,49,178,21743.15,2.0,0.47,1.0,Jaipur,1
