Index,CustomerID,Name,Tenure,MonthlyCharges,TotalCharges,InternetService,DataUsage,CustomerSupportCalls,Complaints,AutoPay,LastRechargeDaysAgo,Churn
2751.0,CUST102750,Vikas Joshi,36,2499.0,89850.98,Fiber,10.19,0,2,No,3,No
2752.0,CUST102751,Vikas Singh,17,999.0,17109.07,Fiber,17.96,5,1,Yes,15,Yes
2753.0,CUST102752,Amit Reddy,69,999.0,68969.0,Fiber,7.26,4,0,No,34,No
2754.0,CUST102753,Rohit Sharma,1,2499.0,2374.95,Cellular,36.07,8,2,Yes,77,Yes
2755.0,CUST102754,Vikas Yadav,67,227.37,15197.0,Fiber,49.09,1,0,Yes,82,  Yes 
2756.0,CUST102755,Kiran Naik,19,399.0,7773.18,Cellular,35.2,6,1,Yes,97,No
2757.0,CUST102756,Amit Yadav,41,399.0,16427.71,Cellular,14.6,2,0,NO,91,No
2758.0,CUST102757,Rahul Sharma,47,699.0,32750.53,Cellular,17.45,9,2, yes ,90,No
2759.0,CUST102758,Neha Singh,18,399.0,7194.16,Cellular,19.84,3,1,Yes,73,Yes
2760.0,CUST102759,Anjali Patil,11,246.58,2660.86,Cellular,1.13,1,0, yes ,107,Yes
2761.0,CUST102760,Amit Singh,18,399.0,7351.42,Cellular,49.79,9,2,Yes,106,Yes
2762.0,CUST102761,Pooja Reddy,69,699.0,48193.47,Cellular,30.31,2,0,  Yes ,119,No
2763.0,CUST102762,Kiran Sharma,11,999.0,10847.75,Cellular,11.49,1,3,NO,22,No
2764.0,CUST102763,Kiran Joshi,32,699.0,22197.04,Fiber,0.33,3,0,No,94,Yes
2765.0,CUST102764,Kiran Naik,71,701.75,50002.9,Fiber,19.56,9,3,No,50,Yes
2766.0,CUST102765,Rahul Joshi,47,995.47,46830.87,Fiber,21.09,5,2,NO,109,No
2767.0,CUST102766,Kiran Joshi,60,959.28,57481.83,DSL,44.28,8,2,Yes,71,Yes
2768.0,CUST102767,Anjali Reddy,65,399.0,26090.8,DSL,34.52,4,2,NO,64,No
2769.0,CUST102768,Pooja Verma,33,199.0,6499.47,Fiber,49.81,1,3,NO,15,No
2770.0,CUST102769,Pooja Singh,8,157.86,1217.48,Cellular,4.29,7,3, yes ,35,Yes
2771.0,CUST102770,Pooja Patil,22,699.0,15369.78,Fiber,46.72,0,1,Yes,57,No
2772.0,CUST102771,Neha Naik,56,209.96,11830.45,Cellular,25.28,7,0,No,33,Yes
2773.0,CUST102772,Pooja Gupta,28,999.0,27802.1,Cellular,27.26,4,1, yes ,113,No
2774.0,CUST102773,Rohit Joshi,12,699.0,8212.26,Cellular,6.94,9,1,NO,83,No
2775.0,CUST102774,Vikas Kumar,46,199.0,9270.82,Fiber,9.51,1,2,NO,84,No
2776.0,CUST102775,Pooja Kumar,3,399.0,1281.93,Cellular,11.76,0,0,Yes,61,No
2777.0,CUST102776,Neha Verma,24,699.0,16773.21,Fiber,34.7,2,0,Yes,14,No
2778.0,CUST102777,Sneha Singh,59,2499.0,147552.64,Cellular,28.1,5,1,NO,115,No
2779.0,CUST102778,Neha Joshi,48,399.0,19294.79,Cellular,27.31,6,1,No,94,No
2780.0,CUST102779,Vikas Verma,41,2499.0,102264.19,Cellular,38.53,4,1, yes ,39,No
2781.0,CUST102780,Sneha Naik,50,701.78,35170.83,Cellular,42.98,7,2,No,67,Yes
2782.0,CUST102781,Sneha Naik,46,399.0,18170.27,Fiber,40.37,8,1,No,99,No
2783.0,CUST102782,Sneha Singh,3,2499.0,7318.26,DSL,30.47,2,2, yes ,73,No
2784.0,CUST102783,Neha Singh,9,2454.69,21919.07,DSL,36.55,7,1,No,98,No
2785.0,CUST102784,Anjali Naik,15,2499.0,37577.9,Cellular,16.05,5,3,Yes,70,No
2786.0,CUST102785,Pooja Naik,26,2543.72,66285.52,Fiber,12.53,9,0,NO,4,No
2787.0,CUST102786,Priya Joshi,3,399.0,1008.83,Cellular,18.15,4,3,Yes,101,No
2788.0,CUST102787,Rohit Kumar,34,2499.0,85029.28,Fiber,6.21,1,1,No,57,Yes
2789.0,CUST102788,Rohit Kumar,56,399.0,22326.0,Cellular,49.31,2,2, yes ,88,No
2790.0,CUST102789,Neha Reddy,44,350.81,15479.07,Cellular,41.52,5,2, yes ,41,No
2791.0,CUST102790,Neha Yadav,17,399.0,6596.17,Fiber,30.4,9,4,NO,92,Yes
2792.0,CUST102791,Rohit Yadav,10,999.0,9977.23,Cellular,32.25,6,3,NO,57,No
2793.0,CUST102792,Sneha Singh,69,209.68,14400.3,Fiber,25.51,1,2, yes ,43,Yes
2794.0,CUST102793,Sneha Reddy,9,997.85,9109.71,Cellular,13.94,4,1, yes ,1,No
2795.0,CUST102794,Rohit Sharma,26,199.0,5113.03,Fiber,49.74,4,0, yes ,101,No
2796.0,CUST102795,Priya Singh,32,2499.0,79997.11,Cellular,49.43,5,3,NO,107,Yes
2797.0,CUST102796,Rahul Gupta,9,698.08,6261.96,Fiber,48.67,0,1, yes ,78,No
2798.0,CUST102797,Vikas Naik,52,699.0,36350.47,Cellular,26.46,8,3,NO,24,
2799.0,CUST102798,Priya Joshi,30,199.0,6029.31,Cellular,43.85,4,2, yes ,2,Yes
2800.0,CUST102799,Neha Patil,42,677.08,28440.16,Cellular,38.67,4,1,Yes,31,No
2801.0,CUST102800,Amit Gupta,51,999.0,50811.71,Fiber,42.65,7,3,Yes,12,No
2802.0,CUST102801,Anjali Naik,28,2499.0,70123.25,Cellular,40.45,5,1,NO,95,Yes
2803.0,CUST102802,Kiran Kumar,58,2499.0,145004.04,Cellular,23.23,7,3, yes ,57,Yes
2804.0,CUST102803,Kiran Joshi,9,2499.0,22450.38,Cellular,47.13,7,2, yes ,103,No
2805.0,CUST102804,Sneha Singh,0,399.0,-122.48,Cellular,9.83,6,0,NO,66,No
2806.0,CUST102805,Amit Kumar,67,2499.0,167350.98,DSL,38.69,7,1,No,65,No
2807.0,CUST102806,Priya Sharma,59,999.0,58815.68,Cellular,41.93,6,4, yes ,91,No
2808.0,CUST102807,Rohit Gupta,32,399.0,12784.57,Cellular,30.72,0,4,Yes,46,Yes
2809.0,CUST102808,Anjali Joshi,14,2499.0,34946.58,DSL,17.15,5,3,Yes,83,No
2810.0,CUST102809,Priya Kumar,5,2499.0,12610.19,Cellular,34.84,0,0,NO,91,No
2811.0,CUST102810,Rohit Yadav,45,2499.0,112360.48,DSL,6.33,4,4,Yes,77,No
2812.0,CUST102811,Anjali Joshi,52,399.0,20680.11,Cellular,36.24,5,4,Yes,72,Yes
2813.0,CUST102812,Pooja Verma,12,232.03,2920.94,Fiber,28.32,7,2,No,103,Yes
2814.0,CUST102813,Anjali Yadav,29,399.0,11447.28,Cellular,45.78,4,4,Yes,8,No
2815.0,CUST102814,Priya Reddy,46,172.1,7938.92,Cellular,40.39,5,0, yes ,34,No
2816.0,CUST102815,Kiran Kumar,12,199.0,2399.91,Fiber,33.35,0,1, yes ,34,Yes
2817.0,CUST102816,Rohit Verma,52,199.0,10477.78,Cellular,36.26,7,2,Yes,19,Yes
2818.0,CUST102817,Kiran Reddy,15,699.0,10644.3,DSL,23.36,4,3,Yes,85,Yes
2819.0,CUST102818,Neha Verma,18,2451.5,44106.3,Cellular,30.54,1,2,No,47,No
2820.0,CUST102819,,41,199.0,8211.45,DSL,6.16,1,1,NO,80,No
2821.0,CUST102820,Priya Joshi,32,416.14,13440.04,Cellular,45.4,0,4,NO,50,No
2822.0,CUST102821,Vikas Singh,31,699.0,21480.27,Fiber,22.49,3,0,No,93,Yes
2823.0,CUST102822,Anjali Singh,66,2499.0,164827.96,Cellular,33.84,1,2,NO,112,No
2824.0,CUST102823,Neha Kumar,35,199.0,6835.65,Fiber,17.92,4,2,NO,39,Yes
2825.0,CUST102824,Pooja Reddy,13,191.86,2387.73,DSL,2.68,5,0,No,110,Yes
2826.0,CUST102825,Anjali Naik,28,199.0,5375.83,Cellular,48.32,1,2,NO,92,Yes
2827.0,  CUST102826 ,Pooja Patil,10,399.0,3978.61,Fiber,17.7,7,0,Yes,55,No
2828.0,CUST102827,Sneha Gupta,70,399.0,27915.3,Cellular,4.5,7,0,NO,109,Yes
2829.0,CUST102828,Sneha Verma,49,199.0,9928.03,Cellular,8.32,2,2,NO,108,Yes
2830.0,CUST102829,Pooja Yadav,18,199.0,3406.82,Fiber,4.08,4,2, yes ,105,No
2831.0,CUST102830,Rohit Sharma,6,699.0,4377.0,Fiber,47.64,5,3, yes ,69,Yes
2832.0,CUST102831,Rahul Singh,61,172.75,10442.62,Cellular,24.56,4,0,NO,106,Yes
2833.0,CUST102832,Kiran Naik,27,699.0,18800.19,Cellular,,9,0, yes ,91,No
2834.0,CUST102833,Pooja Patil,27,2543.13,68714.78,DSL,7.42,1,4,Yes,33,No
2835.0,CUST102834,Vikas Kumar,46,2499.0,114908.06,Cellular,2.85,7,2,NO,117,No
2836.0,CUST102835,Neha Verma,12,2499.0,29945.94,Fiber,21.41,4,0, yes ,57,Yes
2837.0,CUST102836,Sneha Sharma,70,399.0,27848.31,Fiber,12.09,4,3, yes ,75,No
2838.0,CUST102837,Amit Verma,49,2529.87,123871.33,Fiber,44.1,7,0,No,34,No
2839.0,CUST102838,Neha Joshi,18,399.0,7111.69,Cellular,15.51,1,0, yes ,57,No
2840.0,CUST102839,Kiran Naik,25,201.76,4855.73,Fiber,2.91,8,3,NO,119,No
2841.0,CUST102840,Pooja Yadav,66,2513.44,165835.76,Cellular,30.9,5,3,No,102,No
2842.0,CUST102841,Rahul Verma,16,199.0,3380.44,Fiber,6.74,1,3,NO,108,No
2843.0,CUST102842,Amit Kumar,65,399.0,25995.07,DSL,28.5,8,0,Yes,84,No
2844.0,CUST102843,Kiran Patil,1,699.0,626.21,Fiber,1.56,6,3,Yes,43,Yes
2845.0,CUST102844,Vikas Verma,63,699.0,44052.64,Fiber,39.84,8,0,NO,89,No
2846.0,CUST102845,Priya Joshi,26,699.0,17988.34,DSL,7.44,0,2,Yes,68,No
2847.0,CUST102846,Anjali Singh,8,399.0,3065.2,Cellular,21.94,1,1,No,23,No
2848.0,CUST102847,Kiran Singh,60,199.0,11814.71,Fiber,36.93,5,0,Yes,26,Yes
2849.0,CUST102848,Sneha Verma,68,999.0,68015.44,Cellular,1.65,8,2,NO,10,No
2850.0,CUST102849,Neha Patil,68,2499.0,169980.74,DSL,38.03,7,4,No,110,No
2851.0,CUST102850,Amit Joshi,11,199.0,2247.28,DSL,20.12,2,0,Yes,22,No
2852.0,CUST102851,Neha Reddy,41,399.0,16295.83,Cellular,46.54,9,2, yes ,45,No
2853.0,CUST102852,Neha Reddy,52,999.0,51757.63,Cellular,12.68,4,1,NO,6,No
2854.0,CUST102853,Sneha Yadav,53,2499.0,132605.63,Cellular,15.24,7,1,NO,26,No
2855.0,CUST102854,Kiran Verma,10,999.0,10059.72,Fiber,46.58,4,1, yes ,85,No
2856.0,CUST102855,Amit Verma,13,699.0,9090.11,Cellular,31.29,8,1,No,56,No
2857.0,CUST102856,Kiran Reddy,19,399.0,7761.13,Cellular,23.26,3,4,NO,109,No
2858.0,CUST102857,Neha Joshi,64,999.0,64053.74,Cellular,17.94,2,4,NO,61,No
2859.0,CUST102858,Neha Verma,67,2462.85,164823.25,DSL,46.72,4,1,No,29,No
2860.0,CUST102859,Anjali Singh,54,432.95,23477.36,Fiber,2.94,2,4,No,7,No
2861.0,CUST102860,Vikas Sharma,9,699.0,6146.07,DSL,12.24,9,2,Yes,49,No
2862.0,CUST102861,Kiran Reddy,11,199.0,2289.48,Cellular,10.13,3,0,Yes,64,No
2863.0,CUST102862,Anjali Verma,14,999.0,13952.7,Cellular,35.82,8,2,NO,39,No
2864.0,CUST102863,Rahul Gupta,32,2499.0,80135.72,Cellular,47.31,0,0,No,49,No
2865.0,CUST102864,Vikas Sharma,62,199.0,12511.81,Cellular,7.49,2,2,Yes,96,Yes
2866.0,CUST102865,Rohit Yadav,12,199.0,2343.7,Fiber,40.25,4,3,NO,12,No
2867.0,CUST102866,Priya Reddy,32,399.0,12582.2,Cellular,47.54,8,2,NO,40,No
2868.0,CUST102867,Kiran Reddy,39,999.0,38993.08,Cellular,6.89,1,3,Yes,4,Yes
2869.0,CUST102868,Kiran Patil,39,2524.05,98315.23,Cellular,1.58,1,2, yes ,61,No
2870.0,CUST102869,Kiran Kumar,17,995.07,17038.9,Fiber,18.16,5,0, yes ,103,No
2871.0,CUST102870,Rohit Singh,53,413.0,21689.34,DSL,49.0,6,3,NO,35,No
2872.0,CUST102871,Pooja Patil,19,999.0,19105.25,Cellular,29.29,0,2, yes ,110,Yes
2873.0,CUST102872,Kiran Singh,62,985.69,61212.29,Cellular,43.71,7,2,Yes,65,No
2874.0,CUST102873,Rahul Patil,67,999.0,67066.69,Cellular,24.81,8,3, yes ,65,Yes
2875.0,CUST102874,Rahul Kumar,29,199.0,5864.49,Fiber,44.86,6,4,No,119,Yes
2876.0,CUST102875,Sneha Gupta,48,650.31,31141.19,Cellular,38.99,5,4,Yes,28,No
2877.0,CUST102876,Amit Naik,38,999.0,38075.29,Cellular,34.11,0,3,No,76,No
2878.0,CUST102877,Sneha Kumar,67,999.0,66968.94,Cellular,7.07,8,0,No,110,Yes
2879.0,CUST102878,Rohit Kumar,69,199.0,13858.25,Fiber,39.72,6,2,No,37,No
2880.0,CUST102879,Sneha Reddy,11,2499.0,27332.03,Cellular,1.9,0,2,Yes,79,No
2881.0,CUST102880,Anjali Yadav,66,2499.0,164960.19,Fiber,21.95,4,3,No,30,Yes
2882.0,CUST102881,Vikas Reddy,10,699.0,7014.26,DSL,38.44,2,3,No,53,No
2883.0,CUST102882,Pooja Singh,35,999.0,34809.65,Cellular,22.96,5,4, yes ,106,Yes
2884.0,CUST102883,Anjali Singh,34,430.9,14595.84,Fiber,9.72,0,4, yes ,75,No
2885.0,CUST102884,Pooja Singh,49,215.83,10695.49,DSL,11.38,2,4,NO,94,No
2886.0,CUST102885,Sneha Naik,53,2451.39,129861.86,DSL,7.28,2,3, yes ,63,No
2887.0,CUST102886,Priya Patil,20,199.0,3848.87,Fiber,24.31,1,4,NO,38,Yes
2888.0,CUST102887,Amit Yadav,36,199.0,7053.75,Fiber,39.79,3,3, yes ,22,No
2889.0,CUST102888,Kiran Joshi,2,199.0,484.7,Fiber,14.98,0,3,No,12,No
2890.0,,Vikas Joshi,58,2499.0,144979.07,Cellular,17.92,6,4, yes ,53,No
2891.0,CUST102890,Sneha Reddy,49,199.0,9814.88,Cellular,4.93,6,3,Yes,42,Yes
2892.0,CUST102891,Rahul Verma,58,699.0,40410.88,Cellular,3.36,0,2,No,1,No
2893.0,CUST102892,Vikas Sharma,21,363.47,7555.45,DSL,38.29,4,1,No,70,No
2894.0,CUST102893,Anjali Patil,23,657.02,15287.23,Cellular,27.43,7,3,No,33,Yes
2895.0,CUST102894,Vikas Verma,7,699.0,4755.23,Cellular,8.62,5,4,NO,117,No
2896.0,CUST102895,Neha Kumar,42,699.0,29426.61,Cellular,7.45,2,2,NO,109,No
2897.0,CUST102896,Anjali Naik,9,999.0,9172.03,Cellular,13.21,4,2, yes ,65,No
2898.0,CUST102897,Rahul Verma,66,399.0,26295.6,Fiber,41.04,5,2,NO,67,Yes
2899.0,CUST102898,Anjali Joshi,4,199.0,776.28,Cellular,18.59,7,4,Yes,119,No
2900.0,CUST102899,Pooja Yadav,6,215.86,1100.79,Fiber,31.5,8,1,NO,21,No
2901.0,CUST102900,Pooja Yadav,5,973.28,4700.5,Fiber,26.73,9,1, yes ,4,No
2902.0,CUST102901,Sneha Naik,70,993.81,69496.54,DSL,5.46,7,0,No,115,No
2903.0,CUST102902,Amit Gupta,28,399.0,11066.87,DSL,34.62,0,2,Yes,14,No
2904.0,CUST102903,Pooja Patil,43,357.52,15298.87,Cellular,32.89,2,0,No,37,No
2905.0,CUST102904,Vikas Kumar,26,2499.0,65173.88,Cellular,14.9,6,1,NO,114,Yes
2906.0,CUST102905,Sneha Naik,28,399.0,11217.19,Cellular,23.41,0,2,Yes,8,No
2907.0,CUST102906,Priya Singh,44,426.86,18964.4,Fiber,13.32,7,1,No,82,No
2908.0,CUST102907,Rohit Sharma,44,2495.0,109854.81,DSL,32.3,8,4,NO,0,Yes
2909.0,CUST102908,  Vikas Naik ,36,699.0,25162.18,Cellular,45.64,8,4,NO,36,No
2910.0,CUST102909,Pooja Yadav,24,399.0,9662.32,Cellular,7.67,6,0,No,  99 ,No
2911.0,CUST102910,Rohit Verma,46,2499.0,,DSL,10.35,9,1, yes ,0,No
2912.0,CUST102911,Kiran Patil,6,699.0,4017.36,Cellular,10.9,5,2,Yes,105,No
2913.0,CUST102912,Priya Kumar,31,2499.0,77579.49,Cellular,13.79,6,2,Yes,53,Yes
2914.0,CUST102913,Kiran Joshi,20,2499.0,49869.56,Cellular,22.89,5,2,No,111,No
2915.0,CUST102914,Pooja Reddy,41,205.91,8392.14,Cellular,32.71,0,3,NO,26,Yes
2916.0,CUST102915,Amit Patil,19,199.0,3840.64,DSL,15.36,3,2,Yes,111,No
2917.0,CUST102916,Vikas Naik,1,399.0,585.87,Fiber,47.5,3,3,No,95,No
2918.0,CUST102917,Kiran Sharma,32,399.0,12654.91,Fiber,41.55,5,0, yes ,16,No
2919.0,CUST102918,Neha Joshi,39,237.49,100000,Cellular,45.22,2,4,No,84,No
2920.0,CUST102919,Sneha Verma,16,399.0,6237.23,Cellular,47.04,1,2,No,118,No
2921.0,CUST102920,Kiran Joshi,52,999.0,52043.92,Cellular,0.49,8,4,NO,0,No
2922.0,CUST102921,Kiran Kumar,58,676.02,39315.1,Fiber,9.17,1,3, yes ,47,No
2923.0,CUST102922,Priya Singh,14,981.9,13723.41,DSL,9.61,1,3,No,67,No
2924.0,CUST102923,Anjali Yadav,39,699.0,27409.45,DSL,9.26,6,2,NO,116,No
2925.0,CUST102924,Rahul Reddy,57,699.0,39694.26,Fiber,40.29,7,2,NO,52,No
2926.0,CUST102925,Vikas Sharma,8,699.0,5435.46,Cellular,18.64,8,0,No,81,No
2927.0,CUST102926,Priya Patil,12,192.63,2284.9,Cellular,45.27,8,2,No,95,No
2928.0,CUST102927,Rahul Reddy,51,399.0,20379.36,Cellular,19.84,9,4,NO,27,No
2929.0,CUST102928,Rahul Singh,1,2499.0,2623.17,Fiber,15.0,7,3,NO,52,No
2930.0,CUST102929,Pooja Verma,17,199.0,3386.34,Cellular,32.35,5,1,Yes,54,Yes
2931.0,CUST102930,Priya Verma,39,360.58,13914.6,Cellular,6.52,6,2,No,28,No
2932.0,CUST102931,Pooja Gupta,67,2499.0,167484.04,Cellular,38.49,3,4,Yes,12,Yes
2933.0,CUST102932,Vikas Singh,52,399.0,20732.79,Cellular,45.04,3,3,Yes,83,No
2934.0,CUST102933,Kiran Kumar,71,,177322.04,Cellular,17.15,0,0,No,110,No
2935.0,CUST102934,Kiran Gupta,32,2499.0,79893.36,Cellular,45.12,4,1,No,32,No
2936.0,CUST102935,Neha Kumar,13,2499.0,32303.51,Fiber,48.99,0,2,Yes,116,No
2937.0,CUST102936,Priya Joshi,54,199.0,10883.52,Fiber,40.91,7,1,No,54,No
2938.0,CUST102937,Amit Singh,55,2499.0,137491.33,Cellular,16.74,0,4,Yes,70,No
2939.0,CUST102938,Pooja Reddy,7,962.57,6614.3,Cellular,12.25,9,2,No,93,No
2940.0,CUST102939,Rohit Naik,66,,68671.91,Cellular,13.27,8,2,No,87,No
2941.0,CUST102940,Pooja Singh,15,399.0,6042.54,Cellular,5.84,4,3,NO,40,No
2942.0,CUST102941,Rahul Patil,38,399.0,15261.85,Fiber,37.88,7,1, yes ,102,No
2943.0,CUST102942,Pooja Reddy,45,699.0,31309.77,DSL,36.25,5,3,Yes,52,No
2944.0,CUST102943,Vikas Patil,2,999.0,1981.72,Cellular,6.76,8,1,NO,36,No
  2945.0 ,CUST102944,Pooja Patil,54,699.0,37802.63,Cellular,2.56,1,3,No,103,No
2946.0,CUST102945,Sneha Naik,10,167.89,1541.94,Fiber,11.82,6,2,No,30,No
2947.0,CUST102946,Priya Verma,60,2499.0,149744.62,Fiber,34.96,6,4,NO,89,No
2948.0,CUST102947,Pooja Kumar,13,699.0,9168.39,Cellular,19.37,4,0, yes ,54,Yes
2949.0,CUST102948,Rohit Gupta,11,2499.0,27516.98,Fiber,37.49,4,1,No,28,No
2950.0,CUST102949,,52,399.0,20841.19,Cellular,4.69,6,1, yes ,85,Yes
2951.0,CUST102950,Priya Naik,47,699.0,32828.64,Cellular,24.33,8,3,Yes,2,No
2952.0,CUST102951,Sneha Yadav,31,999.0,30853.85,Cellular,48.78,9,2,Yes,37,No
2953.0,CUST102952,Anjali Patil,45,681.39,30586.56,DSL,37.37,3,1, yes ,77,No
2954.0,CUST102953,Vikas Singh,39,999.0,38772.44,Cellular,3.3,9,1, yes ,99,No
2955.0,CUST102954,Vikas Joshi,49,2499.0,122349.55,Cellular,25.37,6,0,Yes,94,No
2956.0,CUST102955,Kiran Verma,2,100000,1568.21,Cellular,31.19,3,4,NO,12,No
2957.0,CUST102956,Sneha Gupta,47,999.0,46969.76,Cellular,42.15,9,3,NO,1,No
2958.0,CUST102957,Vikas Singh,10,399.0,4032.2,Cellular,16.4,9,0,NO,29,No
2959.0,CUST102958,Neha Yadav,18,999.0,18126.29,DSL,44.46,0,2,No,5,Yes
2960.0,CUST102959,Kiran Kumar,63,234.55,14872.22,Cellular,18.83,2,2,NO,118,Yes
2961.0,CUST102960,Kiran Naik,28,399.0,11278.88,Cellular,49.53,3,4, yes ,102,No
2962.0,CUST102961,Priya Joshi,50,999.0,50032.59,Fiber,34.24,5,0,Yes,108,Yes
2963.0,CUST102962,Amit Naik,6,2499.0,14897.75,Cellular,37.17,0,1,NO,109,No
2964.0,CUST102963,Priya Yadav,25,999.0,24909.38,Cellular,38.48,8,4,Yes,104,Yes
2965.0,CUST102964,Anjali Yadav,66,431.48,28557.56,Fiber,48.37,7,4,No,63,No
2966.0,CUST102965,Rahul Patil,52,699.0,36516.7,Cellular,46.3,7,4, yes ,109,No
2967.0,CUST102966,Amit Patil,1,977.78,790.03,Cellular,4.71,8,0,No,102,No
2968.0,CUST102967,Kiran Gupta,26,399.0,10420.48,Fiber,46.41,3,3,NO,117,
2969.0,CUST102968,Rahul Singh,4,387.79,1552.52,Cellular,16.44,3,0,No,83,No
2970.0,CUST102969,Priya Joshi,62,199.0,12139.57,Cellular,18.21,5,2,Yes,48,Yes
2971.0,CUST102970,Amit Yadav,43,2504.35,107605.02,Fiber,6.68,8,3,No,81,No
2972.0,CUST102971,Amit Naik,28,199.0,5606.71,Fiber,32.98,7,4, yes ,47,Yes
2973.0,CUST102972,Priya Singh,21,199.0,4085.98,Cellular,47.48,8,4,No,80,No
2974.0,CUST102973,Rohit Gupta,58,999.0,57877.44,Fiber,39.73,4,3,Yes,106,No
2975.0,CUST102974,Pooja Reddy,26,969.68,25323.48,Cellular,40.23,1,4,NO,114,No
2976.0,CUST102975,Rohit Sharma,41,393.57,16263.71,Fiber,38.68,2,1, yes ,15,No
2977.0,CUST102976,Rohit Yadav,55,399.0,22039.56,Fiber,48.39,9,3,NO,7,Yes
2978.0,CUST102977,Rohit Naik,17,199.0,3539.04,Fiber,43.71,9,2, yes ,9,Yes
2979.0,CUST102978,Anjali Naik,25,999.0,24943.93,DSL,12.67,9,3,No,102,No
2980.0,CUST102979,Priya Gupta,66,699.0,46260.22,Fiber,31.01,4,4,No,70,No
2981.0,CUST102980,Rohit Joshi,42,2499.0,104927.87,Cellular,21.18,5,4,Yes,72,Yes
2982.0,CUST102981,Priya Naik,0,2476.86,-22.44,Cellular,44.93,6,4,   yes  ,13,No
2983.0,CUST102982,Kiran Joshi,25,2475.45,61712.84,Fiber,25.97,2,4,NO,24,No
2984.0,CUST102983,Priya Sharma,53,239.61,12515.4,DSL,19.88,6,1,Yes,14,Yes
2985.0,CUST102984,Amit Joshi,10,699.0,7171.56,Cellular,44.11,8,0,Yes,49,No
2986.0,CUST102985,Kiran Gupta,12,699.0,8440.04,Fiber,49.11,3,2,No,38,Yes
2987.0,CUST102986,Rohit Kumar,14,399.0,5624.28,Fiber,39.69,4,2,No,50,Yes
2988.0,CUST102987,Pooja Sharma,70,699.0,48901.57,Cellular,13.74,1,0,No,47,No
2989.0,CUST102988,Rahul Joshi,49,2472.55,121272.14,Fiber,4.67,2,1,Yes,110,No
2990.0,CUST102989,Vikas Reddy,59,999.0,58936.6,Cellular,15.5,8,2,NO,33,No
2991.0,CUST102990,Vikas Joshi,17,100000,3450.84,Fiber,11.01,6,4,No,17,Yes
2992.0,CUST102991,Sneha Verma,39,999.0,39047.64,DSL,17.51,5,0,Yes,85,Yes
2993.0,CUST102992,Kiran Verma,37,2499.0,92462.2,Cellular,27.11,0,3,NO,94,No
2994.0,CUST102993,Amit Gupta,34,2499.0,85070.53,Fiber,41.07,2,4,NO,81,No
2995.0,CUST102994,Kiran Kumar,60,660.15,39455.54,Cellular,47.43,3,1,Yes,101,Yes
2996.0,CUST102995,Rohit Joshi,64,699.0,44935.95,DSL,32.21,4,2, yes ,89,No
2997.0,CUST102996,Pooja Reddy,57,2499.0,142568.18,Cellular,24.75,2,2,Yes,22,No
2998.0,CUST102997,Priya Yadav,8,399.0,3010.66,Cellular,12.53,6,2,Yes,73,No
2999.0,CUST102998,Rahul Verma,49,199.0,9562.46,Fiber,30.84,4,4,Yes,79,No
3000.0,CUST102999,Anjali Naik,49,2499.0,122338.55,Cellular,38.05,5,1, yes ,18,Yes
3001.0,CUST103000,Priya Singh,65,999.0,65100.05,Fiber,5.73,3,0,No,27,No
3002.0,CUST103001,Vikas Joshi,31,699.0,21863.16,Fiber,2.84,3,2, yes ,117,Yes
3003.0,CUST103002,Neha Singh,65,999.0,65123.34,Fiber,6.48,5,1, yes ,19,Yes
3004.0,CUST103003,Sneha Yadav,6,699.0,4319.69,DSL,19.44,4,2,Yes,87,Yes
3005.0,CUST103004,Vikas Gupta,62,999.0,62044.47,Cellular,15.73,4,4,NO,13,Yes
3006.0,CUST103005,Sneha Singh,32,2499.0,79968.6,Cellular,12.38,6,2, yes ,34,No
3007.0,CUST103006,Pooja Yadav,7,2499.0,17659.43,Cellular,25.0,5,1, yes ,91,No
3008.0,CUST103007,Priya Kumar,11,999.0,10929.04,Cellular,16.06,4,3, yes ,3,No
3009.0,CUST103008,Anjali Yadav,33,1045.54,34352.66,Cellular,24.01,7,1, yes ,110,No
3010.0,CUST103009,Pooja Reddy,47,199.0,9492.92,Cellular,3.0,4,3,No,39,No
3011.0,CUST103010,Priya Joshi,1,655.5,487.3,Fiber,38.0,7,3,NO,108,No
3012.0,CUST103011,Rahul Joshi,38,963.29,36707.16,Cellular,36.06,9,3,No,22,No
3013.0,CUST103012,Anjali Verma,,999.0,64850.26,DSL,0.46,7,4, yes ,10,Yes
3014.0,CUST103013,Priya Naik,3,2507.55,7696.43,Cellular,17.29,2,4,NO,3,No
3015.0,CUST103014,Pooja Patil,66,2499.0,164839.26,DSL,33.15,3,4,No,22,Yes
3016.0,CUST103015,Vikas Naik,36,705.58,25571.02,Fiber,1.27,9,4,Yes,100,No
3017.0,CUST103016,Kiran Reddy,31,399.0,12503.32,DSL,30.39,0,3, yes ,44,No
3018.0,CUST103017,Kiran Patil,21,349.77,7441.6,Cellular,13.6,1,1, yes ,51,No
3019.0,CUST103018,Priya Reddy,2,199.0,245.09,Cellular,45.81,5,4,No,111,Yes
3020.0,CUST103019,Neha Patil,3,699.0,2159.42,Cellular,25.77,5,3, yes ,98,No
3021.0,CUST103020,Neha Joshi,65,217.26,13959.0,Fiber,45.46,9,1,Yes,75,No
3022.0,CUST103021,Neha Sharma,11,399.0,4530.12,Fiber,25.32,2,1, yes ,77,No
