Subscriber_ID,Name,Age,Gender,Subscription_Type,Subscription_Tenure_Months,Monthly_Subscription_Fee,Usage_Hours_Per_Week,Days_Since_Last_Login,Payment_Failure_Count,Customer_Support_Tickets,Customer_Satisfaction_Score,Device_Type,City,Churn_Status
SUB104843,Anahi Golla,64.0,Male,Family,68,1813.0,,82,4,8,1.0,Mobile,Ahmedabad,1
SUB104844,Aaina Grover,47.0,Female,Basic,32,409.0,4.4,146,4,5,7.0,Mobile,Hyderabad,1
SUB104845,Aarav Bera,33.0,Female,Premium,43,1354.0,37.7,2,2,9,,Tablet,Hyderabad,0
SUB104846,Nirvi Bawa,31.0,Other,Premium,23,2222.0,42.5,107,5,1,6.0,Laptop,Jaipur,0
SUB104847,Saksham Jain,28.0,unknown,Premium,3,2486.0,34.6,0,6,2,4.0,Tablet,Delhi,0
SUB104848,Rati Aggarwal,63.0,Male,Premium,46,1709.0,11.0,42,5,1,3.0,Smart TV,Nagpur,0
SUB104849,Darshit Bhasin,42.0,Male,Basic,70,635.0,14.7,24,7,10,5.0,Tablet,Ahmedabad,0
SUB104850,Saira Rajagopal,43.0,Female,Family,26,2485.0,12.9,179,6,14,4.0,Smart TV,Nagpur,1
SUB104851,Alia Ramaswamy,51.0,Male,Premium,17,1625.0,29.1,10,2,12,4.0,Mobile,Ahmedabad,0
SUB104852,Diya Dhar,39.0,Male,Basic,40,1381.0,40.9,101,3,11,4.0,Mobile,Pune,1
SUB104853,Seher Sarin,39.0,Male,Standard,69,1513.0,26.2,104,3,4,1.0,Mobile,Pune,0
SUB104854,Navya Mannan,23.0,Female,Basic,3,985.0,17.7,3,2,3,2.0,Tablet,Hyderabad,0
SUB104855,Aarav Lata,52.0,Female,Basic,21,731.0,22.0,33,2,12,5.0,Tablet,Bangalore,0
SUB104856,Samiha Trivedi,40.0,Male,Premium,60,2320.0,27.6,96,1,3,9.0,Smart TV,Kolkata,0
SUB104857,Kavya Vasa,32.0,Female,Premium,35,80468.0,37.9,101,6,11,10.0,Smart TV,Pune,0
SUB104858,Saanvi Bhat,28.0,Female,Basic,46,874.0,,16,3,13,1.0,Tablet,Kolkata,1
SUB104859,Chirag Kaul,57.0,Male,Basic,2,1497.0,40.5,173,0,7,6.0,Mobile,Bangalore,0
SUB104860,Vaibhav Sura,21.0,Male,Premium,62,2174.0,34.4,123,1,2,4.0,Tablet,Nagpur,1
SUB104861,Aayush Shere,18.0,Male,Premium,16,2131.0,44.6,46,3,3,6.0,Tablet,Kolkata,0
SUB104862,Ira Loke,44.0,Male,Standard,38,2203.0,7.7,101,0,6,9.0,Smart TV,Ahmedabad,0
SUB104863,Mehul Deo,18.0,Male,Basic,14,1738.0,30.9,20,2,0,6.0,Laptop,Chennai,0
SUB104864,Vaibhav Gour,47.0,Female,Basic,40,1426.0,42.6,139,4,2,5.0,Smart TV,Delhi,0
SUB104865,Zain Kashyap,22.0,Female,Premium,14,2184.0,5.3,157,7,4,10.0,Smart TV,Bangalore,0
SUB104866,Anahita Bir,56.0,Female,Standard,39,726.0,40.9,128,3,13,,Mobile,Chennai,0
SUB104867,Eshani Ramesh,40.0,Female,Standard,32,2202.0,7.7,2,3,0,9.0,Smart TV,Hyderabad,0
SUB104868,Shayak Wali,33.0,Male,Basic,24,2350.0,9.8,74,7,13,4.0,Laptop,Nagpur,0
SUB104869,###,42.0,Other,Basic,66,1156.0,24.7,23,3,13,6.0,Smart TV,Bangalore,0
SUB104870,Kiaan Keer,54.0,Female,Premium,3,2053.0,43.7,13,1,4,9.0,Mobile,Ahmedabad,0
SUB104871,Rhea Rout,64.0,Male,Premium,6,2401.0,29.9,41,5,0,,Tablet,Mumbai,0
SUB104872,###,50.0,Female,Premium,69,1827.0,13.5,31,1,6,3.0,Smart TV,Hyderabad,1
SUB104873,Riya Iyengar,,Female,Basic,58,,43.7,0,5,6,10.0,Smart TV,Jaipur,0
SUB104874,Indranil Chad,43.0,Male,Family,17,2247.0,9.9,38,4,6,5.0,Tablet,Chennai,0
SUB104875,Stuvan Raman,31.0,Male,Standard,12,504.0,3.9,106,7,12,5.0,Laptop,Pune,0
SUB104876,Devansh Deol,45.0,Male,Premium,33,1454.0,37.9,36,2,4,7.0,Laptop,Nagpur,0
SUB104877,Kiara Rastogi,62.0,Male,Standard,66,558.0,35.3,59,6,12,6.0,Smart TV,Delhi,0
SUB104878,Vanya Gade,53.0,Male,Premium,21,1835.0,4.2,163,7,13,10.0,Mobile,Bangalore,1
SUB104879,Jayant Suresh,47.0,FEMALE,Premium,54,473.0,26.4,63,2,11,,Laptop,Hyderabad,0
SUB104880,Jiya Shenoy,19.0,Male,Basic,57,21329.0,17.3,110,5,5,7.0,Laptop,Jaipur,0
SUB104881,Zoya Bala,46.0,Female,Family,36,1968.0,10.9,57,7,2,3.0,Tablet,Jaipur,0
SUB104882,Tarini Kade,59.0,Male,Premium,63,703.0,36.8,81,4,13,2.0,Mobile,Jaipur,0
SUB104883,Lakshit Chakraborty,41.0,Female,Family,45,970.0,35.9,166,6,4,9.0,Mobile,Hyderabad,1
SUB104884,Madhav Wason,38.0,Male,Standard,10,1389.0,7.6,42,5,14,8.0,Smart TV,Chennai,0
SUB104885,Samaira Brar,28.0,Male,Premium,70,580.0,6.7,164,4,4,6.0,Tablet,Jaipur,1
SUB104886,Indrans Singh,42.0,Female,Premium,34,2210.0,38.4,23,0,4,1.0,Mobile,Bangalore,0
SUB104887,Nayantara Master,24.0,Female,Standard,16,373.0,42.4,17,3,1,10.0,Smart TV,Delhi,0
SUB104888,Gatik Bhakta,36.0,Male,Premium,55,306.0,36.6,48,7,6,4.0,Tablet,Hyderabad,1
SUB104889,Shanaya Jaggi,58.0,Female,Family,27,753.0,1.8,0,0,13,1.0,Smart TV,Mumbai,1
SUB104890,Bhavin Hegde,63.0,Male,Standard,65,399.0,,89,6,0,1.0,Tablet,Mumbai,1
SUB104891,Pihu Divan,58.0,Male,Family,51,372.0,1.0,86,6,11,5.0,Laptop,Mumbai,0
SUB104892,Anika Dhar,,Female,Basic,34,1085.0,43.1,175,2,8,2.0,Laptop,Jaipur,0
SUB104893,Kiara Chaudhry,52.0,Male,Premium,2,930.0,,64,1,5,2.0,Tablet,Hyderabad,0
SUB104894,Emir Lad,59.0,Female,Basic,13,2376.0,16.3,84,0,3,9.0,Mobile,Chennai,1
SUB104895,Manikya Seth,34.0,Male,Standard,69,2177.0,1.5,86,2,7,2.0,Mobile,Mumbai,1
SUB104896,Dharmajan Rana,63.0,Female,Standard,10,103.0,25.3,1,2,6,3.0,Tablet,Kolkata,1
SUB104897,Azad Bhatia,20.0,Female,Family,24,446.0,26.4,47,3,14,,Smart TV,Jaipur,1
SUB104898,Inaaya  Chakraborty,48.0,Male,Basic,32,909.0,38.5,146,5,0,10.0,Mobile,Bangalore,0
SUB104899,Zain Dugal,57.0,Male,Standard,11,1682.0,41.7,137,2,7,5.0,Laptop,Ahmedabad,0
SUB104900,Divit Joshi,26.0,Female,Family,32,1498.0,38.5,42,6,11,8.0,Mobile,Hyderabad,0
SUB104901,Heer Batra,63.0,Female,Standard,33,2343.0,22.5,50,7,9,5.0,Laptop,Nagpur,1
SUB104902,Kashvi Roy,28.0,Male,Premium,44,1113.0,37.4,136,4,2,9.0,Tablet,Mumbai,0
SUB104903,Onkar Bail,37.0,Male,Premium,39,1652.0,11.4,35,1,0,7.0,Mobile,Nagpur,0
SUB104904,Dishani Hegde,45.0,Female,Basic,29,2188.0,6.8,105,1,4,3.0,Tablet,Kolkata,1
SUB104905,Divit Lalla,18.0,Male,Family,41,2380.0,39.7,149,7,4,4.0,Tablet,Kolkata,1
SUB104906,Diya Khalsa,67.0,Male,Standard,57,270.0,21.8,50,4,11,6.0,Mobile,Nagpur,0
SUB104907,Ela Dayal,21.0,Male,Basic,10,1162.0,22.1,131,4,8,10.0,Laptop,Nagpur,1
SUB104908,Aaryahi Sur,60.0,Male,Standard,27,2183.0,1.0,161,6,0,,Laptop,Chennai,1
SUB104909,Renee Walia,44.0,Female,Basic,34,2089.0,42.4,119,4,7,7.0,Laptop,Mumbai,1
SUB104910,Kavya Amble,59.0,Female,Basic,61,,27.1,140,6,7,6.0,Smart TV,Jaipur,1
SUB104911,Mehul Baral,34.0,Other,Family,67,320.0,14.1,139,2,0,,Tablet,Ahmedabad,0
SUB104912,Tejas Boase,29.0,FEMALE,Family,33,713.0,5.4,115,1,7,4.0,Laptop,Bangalore,1
SUB104913,Lavanya Ray,45.0,Female,Basic,61,669.0,27.4,162,3,5,9.0,Tablet,Nagpur,0
SUB104914,Aayush Shan,41.0,Male,Basic,17,939.0,12.7,86,2,8,3.0,Smart TV,Pune,1
SUB104915,Jivin Gade,42.0,unknown,Family,17,,4.5,2,2,3,8.0,Smart TV,Jaipur,0
SUB104916,Diya Jha,61.0,Male,Premium,21,850.0,30.1,107,6,10,7.0,Mobile,Pune,1
SUB104917,Samarth Tella,35.0,Female,Standard,68,2391.0,0.3,42,7,3,9.0,Tablet,Pune,1
SUB104918,Gokul Choudhry,59.0,Male,Standard,60,38457.0,44.3,77,1,7,8.0,Laptop,Kolkata,0
SUB104919,Navya Tiwari,19.0,Male,Family,14,452.0,24.5,139,7,6,1.0,Smart TV,Ahmedabad,1
SUB104920,Jivika Krish,37.0,Male,Premium,62,726.0,11.6,158,4,11,9.0,Tablet,Ahmedabad,0
SUB104921,Khushi Varughese,66.0,Male,Basic,31,1931.0,3.8,111,2,10,6.0,Laptop,Delhi,0
SUB104922,Lagan Kala,52.0,Male,Basic,48,1394.0,27.3,10,3,1,7.0,Mobile,Hyderabad,0
SUB104923,Dhruv Gole,27.0,Female,Premium,14,188.0,43.7,66,6,12,3.0,Laptop,Ahmedabad,0
SUB104924,Shaan Dyal,41.0,Male,Family,15,2213.0,31.9,167,7,14,3.0,Smart TV,Jaipur,1
SUB104925,Ishaan Chahal,67.0,Female,Basic,69,503.0,,63,3,11,6.0,Laptop,Pune,1
SUB104926,Renee Sant,68.0,Male,Standard,27,1353.0,11.8,152,6,0,3.0,Tablet,Mumbai,0
SUB104927,Gatik Chaudhuri,41.0,Male,Family,19,787.0,8.4,18,0,6,6.0,Laptop,Jaipur,0
SUB104928,Lavanya Shetty,50.0,Male,Standard,19,1957.0,27.8,127,6,3,6.0,Tablet,Nagpur,0
SUB104929,Shlok Sathe,59.0,Male,Family,12,479.0,24.9,77,0,9,9.0,Smart TV,Hyderabad,0
SUB104930,Adah Kata,40.0,Male,Family,30,279.0,28.7,126,6,13,2.0,Laptop,Kolkata,0
SUB104931,Kismat Halder,37.0,Male,Standard,55,1813.0,20.3,134,7,14,,Smart TV,Hyderabad,0
SUB104932,Priyansh Aggarwal,62.0,Female,Family,2,2458.0,10.5,168,2,12,10.0,Smart TV,Delhi,0
SUB104933,Divij Chanda,41.0,Female,Standard,46,509.0,11.4,147,6,6,1.0,Tablet,Jaipur,0
SUB104934,Dishani Samra,0.0,Male,Basic,10,1836.0,2.3,81,2,12,2.0,Smart TV,Bangalore,1
SUB104935,Taimur Chahal,21.0,Female,Basic,12,1959.0,3.8,75,6,3,6.0,Smart TV,Delhi,1
SUB104936,Rohan Swaminathan,18.0,Female,Family,47,,11.3,155,4,7,1.0,Mobile,Bangalore,1
SUB104937,Jiya Bhandari,35.0,Male,Standard,7,2426.0,40.2,144,6,9,5.0,Laptop,Delhi,0
SUB104938,Zoya Agarwal,27.0,Male,Standard,8,2279.0,28.9,83,2,3,8.0,Tablet,Hyderabad,0
SUB104939,Zaina Varty,,Male,Basic,49,18428.0,,146,3,14,1.0,Smart TV,Pune,1
SUB104940,@@@,,Female,Family,15,1668.0,22.1,173,2,7,,Laptop,Kolkata,0
SUB104941,Manikya Ramaswamy,46.0,Female,Standard,63,288.0,11.7,168,0,3,9.0,Mobile,Jaipur,1
SUB104942,Ela Salvi,30.0,Male,Basic,23,1920.0,40.9,114,5,0,5.0,Mobile,Delhi,1
SUB104943,Arhaan Khurana,41.0,Male,Standard,31,480.0,5.5,115,2,2,6.0,Smart TV,Kolkata,0
SUB104944,Charvi Viswanathan,57.0,Female,Standard,41,1708.0,24.4,106,2,4,1.0,Tablet,Bangalore,1
SUB104945,Adira Dubey,32.0,Female,Family,15,1404.0,8.0,41,2,6,1.0,Laptop,Hyderabad,1
SUB104946,Yashvi Bhandari,55.0,Male,Standard,17,1354.0,29.5,157,1,10,4.0,Tablet,Delhi,0
SUB104947,Azad Sehgal,53.0,Male,Premium,38,1057.0,7.4,144,0,14,3.0,Tablet,Delhi,0
SUB104948,Heer Anne,22.0,Female,Premium,10,438.0,25.8,179,2,1,10.0,Smart TV,Hyderabad,0
SUB104949,Fateh Sankaran,61.0,Female,Standard,46,1377.0,8.8,129,5,11,8.0,Smart TV,Pune,1
SUB104950,Taimur Sanghvi,52.0,Male,Standard,55,1019.0,,103,1,1,1.0,Laptop,Kolkata,1
SUB104951,Baiju Bhatti,18.0,Male,Basic,15,1758.0,19.2,35,3,4,1.0,Smart TV,Hyderabad,0
SUB104952,Drishya Rastogi,39.0,Male,Basic,28,1546.0,2.0,58,1,13,7.0,Tablet,Hyderabad,1
SUB104953,Ayesha Balakrishnan,33.0,Male,Premium,6,381.0,21.0,63,6,2,6.0,Mobile,Pune,0
SUB104954,Neelofar Kurian,53.0,Male,Standard,23,2008.0,41.6,119,7,13,8.0,Tablet,Ahmedabad,1
SUB104955,Jiya Dara,63.0,Male,Standard,60,1633.0,34.4,9,3,7,8.0,Laptop,Pune,0
SUB104956,Ivan Walia,62.0,Male,Family,34,83601.0,7.8,115,7,12,2.0,Mobile,Pune,0
SUB104957,Samar Ranganathan,29.0,Female,Premium,1,1543.0,9.6,39,0,3,,Smart TV,Pune,1
SUB104958,Riaan Lalla,41.0,unknown,Basic,55,2130.0,15.6,167,2,8,3.0,Mobile,Jaipur,1
SUB104959,Ojas Bansal,23.0,Male,Standard,5,1505.0,11.5,64,7,6,3.0,Smart TV,Mumbai,0
SUB104960,Nayantara Mangal,25.0,Female,Standard,42,1239.0,43.0,30,1,3,2.0,Mobile,Chennai,0
SUB104961,Romil Ramanathan,46.0,Female,Basic,30,,40.9,65,2,3,7.0,Tablet,Mumbai,0
SUB104962,Shaan Gour,23.0,Male,Premium,1,1712.0,10.9,93,4,13,8.0,Mobile,Nagpur,1
SUB104963,Veer Devi,56.0,Male,Family,35,694.0,42.8,91,3,14,2.0,Smart TV,Kolkata,1
SUB104964,Rohan Srinivas,35.0,Male,Family,42,1027.0,36.6,100,2,10,7.0,Laptop,Jaipur,0
SUB104965,Kiara Krishnamurthy,29.0,Male,Premium,12,1698.0,34.5,132,5,10,3.0,Mobile,Delhi,0
SUB104966,@@@,69.0,Female,Basic,10,837.0,28.0,64,4,10,4.0,Tablet,Bangalore,1
SUB104967,Shlok Thakur,27.0,Male,Premium,39,558.0,1.0,113,3,2,1.0,Mobile,Ahmedabad,1
SUB104968,Gokul Vig,,Female,Premium,58,1644.0,2.2,35,0,3,3.0,Laptop,Mumbai,1
SUB104969,Advika Gola,50.0,Female,Premium,46,1557.0,44.4,40,3,0,8.0,Mobile,Pune,0
SUB104970,Renee Dugar,65.0,Female,Premium,64,1954.0,14.4,71,2,10,3.0,Mobile,Delhi,1
SUB104971,Stuvan Gill,,Female,Family,65,2328.0,22.9,155,4,13,6.0,Smart TV,Nagpur,0
SUB104972,Samar Sule,26.0,Male,Standard,38,2359.0,21.6,174,6,6,10.0,Mobile,Mumbai,1
SUB104973,Ela Rama,45.0,Female,Standard,17,2262.0,5.5,88,0,2,,Smart TV,Kolkata,0
SUB104974,Misha Bali,30.0,Female,Basic,46,937.0,18.1,42,5,1,3.0,Laptop,Mumbai,1
SUB104975,Jivin Mangal,48.0,Male,Basic,51,2111.0,16.9,171,4,5,,Laptop,Chennai,1
SUB104976,Nakul Karnik,54.0,Male,Family,35,2239.0,13.9,31,4,9,,Smart TV,Ahmedabad,0
SUB104977,Abram Tata,33.0,Male,Premium,43,1784.0,35.0,84,5,3,10.0,Smart TV,Hyderabad,0
SUB104978,Yashvi Dutta,22.0,Male,Standard,15,1378.0,37.5,156,2,12,6.0,Tablet,Delhi,0
SUB104979,Shalv Tara,34.0,Other,Standard,38,1328.0,23.4,33,5,9,7.0,Tablet,Nagpur,0
SUB104980,Riaan Gopal,31.0,Female,Standard,47,2332.0,29.4,10,5,4,2.0,Tablet,Chennai,0
SUB104981,Adah Goyal,38.0,Female,Basic,65,212.0,,74,3,0,10.0,Smart TV,Mumbai,1
SUB104982,Zoya Mallick,56.0,Female,Basic,27,424.0,11.0,75,1,4,1.0,Tablet,Chennai,1
SUB104983,Reyansh Mandal,31.0,Female,Family,41,17962.0,18.3,61,2,8,6.0,Laptop,Bangalore,0
SUB104984,Shlok Krishnan,39.0,Female,Basic,36,31657.0,41.2,38,3,6,5.0,Mobile,Chennai,0
SUB104985,Shaan Dua,23.0,Female,Basic,1,,23.6,135,0,0,5.0,Tablet,Chennai,0
SUB104986,Jivika Yogi,64.0,Female,Family,65,1021.0,34.3,132,0,0,8.0,Mobile,Mumbai,0
SUB104987,Onkar Mammen,-5.0,Male,Standard,8,232.0,18.6,27,1,0,1.0,Mobile,Jaipur,0
SUB104988,Shlok Shukla,59.0,Male,Basic,57,802.0,0.2,22,2,1,5.0,Smart TV,Mumbai,0
SUB104989,Miraya Shukla,23.0,Male,Family,29,738.0,43.6,123,6,3,10.0,Laptop,Jaipur,0
SUB104990,Shalv Dar,39.0,Female,Family,63,514.0,34.5,79,1,0,7.0,Laptop,Mumbai,1
SUB104991,Jiya Sarin,68.0,Male,Standard,62,2308.0,44.7,89,3,4,9.0,Smart TV,Kolkata,1
SUB104992,Anahita Vig,58.0,Female,Family,8,1762.0,14.2,34,6,7,9.0,Smart TV,Kolkata,0
SUB104993,Farhan Chana,22.0,Female,Premium,35,362.0,16.4,10,5,4,2.0,Tablet,Jaipur,0
SUB104994,Neelofar Krishna,45.0,Female,Premium,8,910.0,3.9,79,2,5,9.0,Tablet,Mumbai,0
SUB104995,Aniruddh Das,35.0,Male,Basic,62,1819.0,14.9,121,2,8,9.0,Laptop,Pune,0
SUB104996,Uthkarsh Bir,54.0,Female,Basic,56,1298.0,12.8,123,4,14,10.0,Tablet,Delhi,0
SUB104997,Hunar Anne,48.0,Male,Family,68,1606.0,14.5,94,7,8,4.0,Tablet,Chennai,1
SUB104998,Alisha Dugar,69.0,Male,Basic,3,484.0,9.8,119,3,11,4.0,Mobile,Hyderabad,0
SUB104999,Mamooty Comar,50.0,Male,Family,69,1343.0,12.7,10,3,12,4.0,Mobile,Hyderabad,1
SUB105000,Uthkarsh Deshpande,25.0,Male,Family,38,1764.0,34.9,159,5,2,,Mobile,Bangalore,1
SUB105001,Biju Kanda,,Female,Family,37,510.0,20.9,142,7,8,4.0,Smart TV,Delhi,0
SUB105002,Raunak Behl,33.0,Male,Premium,54,2185.0,33.3,86,7,13,1.0,Smart TV,Kolkata,1
SUB105003,Shlok Gulati,56.0,Male,Family,42,1380.0,18.4,28,7,6,8.0,Laptop,Chennai,0
SUB105004,Ira Shere,43.0,Female,Premium,20,619.0,39.4,48,0,3,7.0,Smart TV,Ahmedabad,0
SUB105005,Elakshi Setty,42.0,Female,Standard,31,1420.0,0.4,134,1,8,9.0,Smart TV,Delhi,0
SUB105006,Farhan Keer,67.0,Female,Premium,32,928.0,11.8,155,4,11,8.0,Smart TV,Delhi,0
SUB105007,Indrans Shroff,55.0,Other,Family,31,2402.0,18.6,65,3,12,10.0,Tablet,Nagpur,1
SUB105008,Parinaaz Chana,41.0,Male,Basic,42,2336.0,20.9,138,6,9,6.0,Smart TV,Bangalore,0
SUB105009,Aaryahi Venkatesh,26.0,Female,Basic,27,2082.0,27.9,164,1,9,6.0,Mobile,Mumbai,0
SUB105010,Saksham Hans,42.0,Female,Basic,68,409.0,,76,4,8,6.0,Laptop,Mumbai,1
SUB105011,Miraan Bhardwaj,38.0,Other,Family,48,2498.0,26.0,18,7,0,3.0,Smart TV,Pune,1
SUB105012,Hansh Suresh,51.0,Male,Family,59,2160.0,6.8,146,1,2,1.0,Tablet,Ahmedabad,1
SUB105013,Raunak Chad,39.0,Female,Family,56,345.0,33.7,100,6,1,,Laptop,Kolkata,1
SUB105014,Aniruddh Bajwa,19.0,Male,Premium,20,1806.0,21.5,161,5,9,10.0,Laptop,Mumbai,0
SUB105015,Taran Bahl,35.0,Female,Family,43,751.0,24.7,93,4,0,10.0,Smart TV,Hyderabad,1
SUB105016,Ivan Dixit,41.0,Male,Family,43,1689.0,30.4,6,3,12,6.0,Tablet,Nagpur,1
SUB105017,Tara Golla,29.0,Male,Premium,40,338.0,4.2,173,5,7,6.0,Smart TV,Nagpur,0
SUB105018,Manikya Keer,18.0,Male,Basic,32,,26.0,41,2,3,3.0,Smart TV,Hyderabad,0
SUB105019,Kanav Sabharwal,47.0,Female,Premium,18,2349.0,8.1,131,3,8,6.0,Tablet,Pune,1
SUB105020,Sana Yadav,28.0,Male,Family,57,1021.0,6.1,138,7,6,4.0,Smart TV,Pune,1
SUB105021,Tarini Karpe,68.0,Male,Family,4,290.0,,45,0,1,4.0,Laptop,Nagpur,1
SUB105022,Mannat Konda,55.0,Male,Standard,13,1638.0,14.1,27,1,11,9.0,Laptop,Kolkata,0
SUB105023,Rohan Ratta,41.0,Female,Family,67,82747.0,41.4,10,3,11,10.0,Laptop,Delhi,0
SUB105024,Vihaan Sant,50.0,Female,Premium,56,2358.0,19.2,157,7,11,1.0,Mobile,Mumbai,1
SUB105025,Zeeshan Jhaveri,46.0,Male,Premium,40,91876.0,44.3,134,0,13,7.0,Laptop,Pune,0
SUB105026,Myra Banik,52.0,Female,Family,26,2001.0,0.3,172,2,5,,Smart TV,Nagpur,1
SUB105027,N/A,42.0,Female,Premium,16,848.0,6.0,136,2,5,8.0,Smart TV,Ahmedabad,0
SUB105028,Nirvaan Shan,48.0,Male,Premium,44,665.0,36.5,109,1,4,5.0,Smart TV,Kolkata,0
SUB105029,Lavanya Luthra,25.0,Female,Basic,38,2484.0,23.6,16,4,13,6.0,Laptop,Nagpur,0
SUB105030,Myra Comar,31.0,Female,Basic,42,1305.0,4.7,111,2,9,,Laptop,Kolkata,0
SUB105031,Navya Batra,32.0,Female,Premium,31,283.0,19.9,179,6,8,1.0,Tablet,Jaipur,1
SUB105032,Kabir Walia,29.0,Female,Family,36,1955.0,33.4,41,7,11,5.0,Smart TV,Nagpur,0
SUB105033,Zara Wali,47.0,??,Premium,71,1024.0,1.2,148,3,11,10.0,Laptop,Ahmedabad,1
SUB105034,Chirag Bains,37.0,Female,Premium,60,1423.0,40.0,104,2,1,5.0,Smart TV,Nagpur,0
SUB105035,Chirag Suresh,35.0,Female,Standard,17,1900.0,2.3,46,6,3,4.0,Mobile,Kolkata,1
SUB105036,Miraan Taneja,140.0,Female,Basic,50,1012.0,16.0,28,2,2,7.0,Mobile,Delhi,0
SUB105037,Heer Seth,38.0,Male,Family,46,574.0,11.4,79,1,1,4.0,Tablet,Kolkata,1
SUB105038,N/A,20.0,Female,Basic,13,1840.0,,124,5,2,7.0,Smart TV,Mumbai,1
SUB105039,Anaya Khurana,42.0,Male,Premium,39,1920.0,40.3,11,6,13,6.0,Mobile,Delhi,0
SUB105040,Hunar Batra,20.0,Male,Family,17,1116.0,12.3,73,2,8,9.0,Mobile,Bangalore,0
SUB105041,Zaina Bhatia,37.0,Male,Family,1,1842.0,0.2,164,5,7,8.0,Mobile,Mumbai,1
SUB105042,Eshani Sachdev,25.0,Female,Basic,24,2124.0,4.0,60,1,4,4.0,Laptop,Jaipur,0
SUB105043,Shray Savant,33.0,male ,Family,2,964.0,11.0,70,3,1,10.0,Smart TV,Nagpur,1
SUB105044,Kimaya Sama,49.0,Male,Standard,54,1480.0,16.3,75,7,3,10.0,Mobile,Pune,0
SUB105045,Kashvi Tak,56.0,??,Basic,36,1059.0,27.5,33,7,6,1.0,Smart TV,Chennai,0
SUB105046,Fateh Babu,,Female,Premium,22,2312.0,16.4,74,3,1,7.0,Smart TV,Jaipur,0
SUB105047,Neelofar Tandon,45.0,Male,Premium,43,1744.0,19.1,111,1,9,8.0,Laptop,Mumbai,1
SUB105048,Ishaan Agate,40.0,Male,Standard,49,2296.0,19.3,173,2,3,9.0,Mobile,Hyderabad,0
SUB105049,Sumer Kohli,22.0,Female,Basic,49,1484.0,40.0,144,7,9,10.0,Tablet,Mumbai,1
SUB105050,Hiran Bhasin,67.0,Male,Family,65,735.0,8.4,146,6,0,4.0,Smart TV,Mumbai,1
SUB105051,Navya Shanker,49.0,Male,Standard,37,1595.0,6.0,166,2,14,10.0,Mobile,Hyderabad,0
SUB105052,Navya Dalal,61.0,Female,Family,7,2198.0,23.1,23,5,14,5.0,Tablet,Chennai,0
SUB105053,Priyansh Soman,51.0,Female,Basic,4,2352.0,,179,0,11,7.0,Laptop,Jaipur,0
SUB105054,Mannat Soman,51.0,Male,Premium,64,2189.0,42.6,91,3,2,5.0,Laptop,Chennai,1
SUB105055,Oorja Chaudry,33.0,Female,Standard,51,2133.0,32.6,134,7,4,1.0,Laptop,Kolkata,1
SUB105056,Kiara Rattan,26.0,Female,Family,29,1559.0,37.9,40,4,5,7.0,Tablet,Chennai,0
SUB105057,Ritvik Contractor,,Male,Family,68,1988.0,24.8,104,6,0,,Laptop,Jaipur,1
SUB105058,Anahita Edwin,,Male,Family,32,2036.0,40.8,138,5,8,4.0,Smart TV,Pune,1
SUB105059,Zoya Bumb,66.0,Male,Standard,45,2434.0,35.7,83,0,0,3.0,Smart TV,Delhi,1
SUB105060,Rohan Doshi,49.0,Female,Basic,35,1852.0,43.2,78,0,5,7.0,Smart TV,Pune,1
SUB105061,Ryan Bahri,20.0,Male,Standard,61,2498.0,44.0,68,7,7,6.0,Smart TV,Chennai,1
SUB105062,Manikya Sastry,25.0,Male,Premium,48,1414.0,4.8,112,0,7,5.0,Tablet,Kolkata,0
SUB105063,Oorja Yohannan,48.0,Female,Family,18,1057.0,6.4,174,5,3,8.0,Mobile,Jaipur,0
SUB105064,Tarini Virk,68.0,Male,Basic,44,84937.0,27.8,144,1,1,4.0,Mobile,Delhi,1
SUB105065,Hazel Garde,43.0,Female,Premium,32,798.0,44.3,20,3,13,1.0,Laptop,Ahmedabad,1
SUB105066,Khushi Ghosh,29.0,Female,Family,7,371.0,26.4,126,3,8,9.0,Mobile,Nagpur,1
SUB105067,Mehul Ganesan,28.0,Male,Premium,50,2348.0,28.5,38,5,9,3.0,Mobile,Ahmedabad,1
SUB105068,Abram Virk,34.0,Male,Basic,24,1312.0,44.7,161,6,7,2.0,Tablet,Delhi,1
SUB105069,Saksham Yohannan,33.0,Male,Premium,67,308.0,0.7,19,6,13,7.0,Tablet,Hyderabad,1
SUB105070,Indrans Goel,33.0,Female,Basic,30,1549.0,30.8,67,3,8,2.0,Laptop,Hyderabad,1
SUB105071,Neelofar Chahal,,Male,Basic,39,1938.0,30.8,172,4,8,5.0,Tablet,Bangalore,1
SUB105072,Pari Wadhwa,63.0,Other,Family,26,1881.0,32.0,169,7,12,3.0,Tablet,Ahmedabad,1
SUB105073,Ela Deol,54.0,Male,Family,8,2135.0,27.9,4,0,7,10.0,Laptop,Ahmedabad,0
SUB105074,Eshani Kohli,,Male,Standard,67,1672.0,27.6,142,3,6,3.0,Tablet,Kolkata,1
SUB105075,Devansh Chauhan,21.0,Female,Basic,66,645.0,33.6,59,7,14,6.0,Smart TV,Pune,1
SUB105076,Kanav Samra,18.0,Male,Basic,20,1413.0,2.6,128,0,7,4.0,Smart TV,Hyderabad,1
SUB105077,Taran Bassi,36.0,Female,Family,60,1228.0,20.4,101,4,6,8.0,Smart TV,Nagpur,1
